position,temperature,humidity,moisture,time,createdAt,updatedAt,__v
Malabe,30.8,76,377,2025-04-16 11:08:09.468,2025-04-16 11:08:09.469,2025-04-16 11:08:09.469,0
Malabe,30.8,75,368,2025-04-16 11:13:12.976,2025-04-16 11:13:12.977,2025-04-16 11:13:12.977,0
Malabe,30.8,75,362,2025-04-16 11:18:16.491,2025-04-16 11:18:16.492,2025-04-16 11:18:16.492,0
Malabe,30.8,77,377,2025-04-16 11:23:19.892,2025-04-16 11:23:19.892,2025-04-16 11:23:19.892,0
Malabe,30.8,78,368,2025-04-16 11:28:23.532,2025-04-16 11:28:23.533,2025-04-16 11:28:23.533,0
Malabe,30.8,78,366,2025-04-16 11:33:26.933,2025-04-16 11:33:26.933,2025-04-16 11:33:26.933,0
Malabe,30.8,79,366,2025-04-16 11:38:30.325,2025-04-16 11:38:30.325,2025-04-16 11:38:30.325,0
Malabe,30.8,79,368,2025-04-16 11:43:37.266,2025-04-16 11:43:37.269,2025-04-16 11:43:37.269,0
Malabe,30.8,79,358,2025-04-16 11:48:45.119,2025-04-16 11:48:45.123,2025-04-16 11:48:45.123,0
Malabe,30.8,79,347,2025-04-16 11:53:49.746,2025-04-16 11:53:49.746,2025-04-16 11:53:49.746,0
Malabe,30.8,83,365,2025-04-16 11:58:53.270,2025-04-16 11:58:53.270,2025-04-16 11:58:53.270,0
Malabe,30.2,83,358,2025-04-16 12:03:56.842,2025-04-16 12:03:56.843,2025-04-16 12:03:56.843,0
Malabe,30.2,81,368,2025-04-16 12:09:00.357,2025-04-16 12:09:00.358,2025-04-16 12:09:00.358,0
Malabe,30.2,79,354,2025-04-16 12:14:03.857,2025-04-16 12:14:03.858,2025-04-16 12:14:03.858,0
Malabe,30.2,83,380,2025-04-16 12:19:07.388,2025-04-16 12:19:07.388,2025-04-16 12:19:07.388,0
Malabe,30.2,80,349,2025-04-16 12:24:10.901,2025-04-16 12:24:10.901,2025-04-16 12:24:10.901,0
Malabe,30.2,82,362,2025-04-16 12:29:14.859,2025-04-16 12:29:14.859,2025-04-16 12:29:14.859,0
Malabe,30.2,83,357,2025-04-16 12:34:21.923,2025-04-16 12:34:21.926,2025-04-16 12:34:21.926,0
Malabe,30.2,81,366,2025-04-16 12:39:29.744,2025-04-16 12:39:29.748,2025-04-16 12:39:29.748,0
Malabe,29.8,84,363,2025-04-16 12:44:34.584,2025-04-16 12:44:34.584,2025-04-16 12:44:34.584,0
Malabe,29.8,84,363,2025-04-16 12:49:38.105,2025-04-16 12:49:38.106,2025-04-16 12:49:38.106,0
Malabe,29.8,86,382,2025-04-16 12:54:41.565,2025-04-16 12:54:41.565,2025-04-16 12:54:41.565,0
Malabe,29.8,88,368,2025-04-16 12:59:52.465,2025-04-16 12:59:52.466,2025-04-16 12:59:52.466,0
Malabe,29.8,91,372,2025-04-16 13:05:01.461,2025-04-16 13:05:01.461,2025-04-16 13:05:01.461,0
Malabe,29.4,91,366,2025-04-16 13:10:04.951,2025-04-16 13:10:04.951,2025-04-16 13:10:04.951,0
Malabe,29.3,91,368,2025-04-16 13:15:08.493,2025-04-16 13:15:08.493,2025-04-16 13:15:08.493,0
Malabe,29.3,91,368,2025-04-16 13:20:15.544,2025-04-16 13:20:15.548,2025-04-16 13:20:15.548,0
Malabe,29.3,92,382,2025-04-16 13:25:23.311,2025-04-16 13:25:23.315,2025-04-16 13:25:23.315,0
Malabe,29.3,92,354,2025-04-16 13:30:27.883,2025-04-16 13:30:27.883,2025-04-16 13:30:27.883,0
Malabe,28.9,92,366,2025-04-16 13:35:31.317,2025-04-16 13:35:31.317,2025-04-16 13:35:31.317,0
Malabe,28.9,92,375,2025-04-16 13:40:34.918,2025-04-16 13:40:34.919,2025-04-16 13:40:34.919,0
Malabe,28.9,93,346,2025-04-16 13:45:38.485,2025-04-16 13:45:38.486,2025-04-16 13:45:38.486,0
Malabe,28.9,93,353,2025-04-16 13:50:41.985,2025-04-16 13:50:41.985,2025-04-16 13:50:41.985,0
Malabe,28.9,93,359,2025-04-16 13:55:45.404,2025-04-16 13:55:45.404,2025-04-16 13:55:45.404,0
Malabe,28.9,93,387,2025-04-16 14:05:59.936,2025-04-16 14:05:59.939,2025-04-16 14:05:59.939,0
Malabe,28.8,94,347,2025-04-16 14:11:04.521,2025-04-16 14:11:04.521,2025-04-16 14:11:04.521,0
Malabe,28.5,94,373,2025-04-16 14:16:10.660,2025-04-16 14:16:10.660,2025-04-16 14:16:10.660,0
Malabe,28.5,94,340,2025-04-16 14:21:22.615,2025-04-16 14:21:22.616,2025-04-16 14:21:22.616,0
Malabe,28.9,93,375,2025-04-16 14:26:36.225,2025-04-16 14:26:36.225,2025-04-16 14:26:36.225,0
Malabe,28.5,94,368,2025-04-16 14:31:39.808,2025-04-16 14:31:39.808,2025-04-16 14:31:39.808,0
Malabe,28.5,95,373,2025-04-16 14:36:43.332,2025-04-16 14:36:43.332,2025-04-16 14:36:43.332,0
Malabe,28.5,95,354,2025-04-16 14:41:46.850,2025-04-16 14:41:46.851,2025-04-16 14:41:46.851,0
Malabe,28.5,95,371,2025-04-16 14:46:53.902,2025-04-16 14:46:53.906,2025-04-16 14:46:53.906,0
Malabe,28.5,95,368,2025-04-16 14:52:01.746,2025-04-16 14:52:01.756,2025-04-16 14:52:01.756,0
Malabe,28.5,95,349,2025-04-16 14:57:06.209,2025-04-16 14:57:06.209,2025-04-16 14:57:06.209,0
Malabe,28.5,95,373,2025-04-16 15:02:09.981,2025-04-16 15:02:09.981,2025-04-16 15:02:09.981,0
Malabe,28.5,95,363,2025-04-16 15:07:13.531,2025-04-16 15:07:13.531,2025-04-16 15:07:13.531,0
Malabe,28.5,95,368,2025-04-16 15:12:17.150,2025-04-16 15:12:17.150,2025-04-16 15:12:17.150,0
Malabe,28.0,95,362,2025-04-16 15:17:20.649,2025-04-16 15:17:20.649,2025-04-16 15:17:20.649,0
Malabe,28.5,95,395,2025-04-16 15:22:24.179,2025-04-16 15:22:24.179,2025-04-16 15:22:24.179,0
Malabe,28.0,96,370,2025-04-16 15:27:27.795,2025-04-16 15:27:27.795,2025-04-16 15:27:27.795,0
Malabe,28.0,96,353,2025-04-16 15:32:31.267,2025-04-16 15:32:31.267,2025-04-16 15:32:31.267,0
Malabe,28.0,96,368,2025-04-16 15:37:34.937,2025-04-16 15:37:34.937,2025-04-16 15:37:34.937,0
Malabe,28.0,96,390,2025-04-16 15:42:38.444,2025-04-16 15:42:38.444,2025-04-16 15:42:38.444,0
Malabe,28.0,96,375,2025-04-16 15:47:42.008,2025-04-16 15:47:42.009,2025-04-16 15:47:42.009,0
Malabe,28.0,98,357,2025-04-16 15:52:48.998,2025-04-16 15:52:49.002,2025-04-16 15:52:49.002,0
Malabe,28.0,98,363,2025-04-16 15:57:56.895,2025-04-16 15:57:56.899,2025-04-16 15:57:56.899,0
Malabe,28.0,98,385,2025-04-16 16:03:01.424,2025-04-16 16:03:01.425,2025-04-16 16:03:01.425,0
Malabe,28.0,98,365,2025-04-16 16:08:05.003,2025-04-16 16:08:05.017,2025-04-16 16:08:05.017,0
Malabe,28.0,98,367,2025-04-16 16:13:08.779,2025-04-16 16:13:08.779,2025-04-16 16:13:08.779,0
Malabe,28.0,98,365,2025-04-16 16:18:12.685,2025-04-16 16:18:12.685,2025-04-16 16:18:12.685,0
Malabe,28.0,98,379,2025-04-16 16:23:16.079,2025-04-16 16:23:16.080,2025-04-16 16:23:16.080,0
Malabe,28.0,98,353,2025-04-16 16:28:19.597,2025-04-16 16:28:19.598,2025-04-16 16:28:19.598,0
Malabe,28.0,98,374,2025-04-16 16:33:23.111,2025-04-16 16:33:23.111,2025-04-16 16:33:23.111,0
Malabe,27.6,98,351,2025-04-16 16:38:26.550,2025-04-16 16:38:26.551,2025-04-16 16:38:26.551,0
Malabe,27.6,98,352,2025-04-16 16:43:30.044,2025-04-16 16:43:30.044,2025-04-16 16:43:30.044,0
Malabe,28.0,98,373,2025-04-16 16:48:33.557,2025-04-16 16:48:33.558,2025-04-16 16:48:33.558,0
Malabe,27.6,98,353,2025-04-16 16:53:36.950,2025-04-16 16:53:36.950,2025-04-16 16:53:36.950,0
Malabe,27.6,98,369,2025-04-16 16:58:40.377,2025-04-16 16:58:40.377,2025-04-16 16:58:40.377,0
Malabe,27.6,98,357,2025-04-16 17:03:44.112,2025-04-16 17:03:44.112,2025-04-16 17:03:44.112,0
Malabe,27.6,98,377,2025-04-16 17:08:51.252,2025-04-16 17:08:51.257,2025-04-16 17:08:51.257,0
Malabe,27.6,98,368,2025-04-16 17:13:59.434,2025-04-16 17:13:59.438,2025-04-16 17:13:59.438,0
Malabe,27.6,98,369,2025-04-16 17:19:03.633,2025-04-16 17:19:03.633,2025-04-16 17:19:03.633,0
Malabe,28.0,98,359,2025-04-16 17:24:07.359,2025-04-16 17:24:07.359,2025-04-16 17:24:07.359,0
Malabe,27.6,98,379,2025-04-16 17:29:10.990,2025-04-16 17:29:10.990,2025-04-16 17:29:10.990,0
Malabe,28.0,98,369,2025-04-16 17:34:14.607,2025-04-16 17:34:14.608,2025-04-16 17:34:14.608,0
Malabe,27.6,98,378,2025-04-16 17:39:18.369,2025-04-16 17:39:18.369,2025-04-16 17:39:18.369,0
Malabe,27.6,98,354,2025-04-16 17:44:25.808,2025-04-16 17:44:25.823,2025-04-16 17:44:25.823,0
Malabe,27.6,98,378,2025-04-16 17:49:33.496,2025-04-16 17:49:33.500,2025-04-16 17:49:33.500,0
Malabe,27.6,98,368,2025-04-16 17:54:38.146,2025-04-16 17:54:38.159,2025-04-16 17:54:38.159,0
Malabe,27.6,98,353,2025-04-16 17:59:41.870,2025-04-16 17:59:41.883,2025-04-16 17:59:41.883,0
Malabe,27.6,98,378,2025-04-16 18:04:45.527,2025-04-16 18:04:45.528,2025-04-16 18:04:45.528,0
Malabe,27.6,98,369,2025-04-16 18:09:49.138,2025-04-16 18:09:49.138,2025-04-16 18:09:49.138,0
Malabe,27.6,98,349,2025-04-16 18:14:52.758,2025-04-16 18:14:52.758,2025-04-16 18:14:52.758,0
Malabe,27.6,98,359,2025-04-16 18:19:56.383,2025-04-16 18:19:56.384,2025-04-16 18:19:56.384,0
Malabe,27.6,98,368,2025-04-16 18:24:59.984,2025-04-16 18:24:59.984,2025-04-16 18:24:59.984,0
Malabe,27.6,98,345,2025-04-16 18:30:03.606,2025-04-16 18:30:03.607,2025-04-16 18:30:03.607,0
Malabe,30.8,87,356,2025-04-17 04:41:55.385,2025-04-17 04:41:55.388,2025-04-17 04:41:55.388,0
Malabe,30.8,87,393,2025-04-17 04:46:59.693,2025-04-17 04:46:59.693,2025-04-17 04:46:59.693,0
Malabe,32.3,77,364,2025-04-17 04:52:03.275,2025-04-17 04:52:03.275,2025-04-17 04:52:03.275,0
Malabe,32.8,75,384,2025-04-17 04:57:06.945,2025-04-17 04:57:06.945,2025-04-17 04:57:06.945,0
Malabe,33.3,72,371,2025-04-17 05:02:10.457,2025-04-17 05:02:10.457,2025-04-17 05:02:10.457,0
Malabe,32.0,76,367,2025-04-17 05:07:14.056,2025-04-17 05:07:14.056,2025-04-17 05:07:14.056,0
Malabe,31.3,83,400,2025-04-17 05:12:17.688,2025-04-17 05:12:17.688,2025-04-17 05:12:17.688,0
Malabe,32.3,75,367,2025-04-17 05:17:21.444,2025-04-17 05:17:21.444,2025-04-17 05:17:21.444,0
Malabe,32.3,71,347,2025-04-17 05:22:25.037,2025-04-17 05:22:25.038,2025-04-17 05:22:25.038,0
Malabe,31.8,71,384,2025-04-17 05:27:28.649,2025-04-17 05:27:28.649,2025-04-17 05:27:28.649,0
Malabe,31.8,80,358,2025-04-17 05:32:32.519,2025-04-17 05:32:32.519,2025-04-17 05:32:32.519,0
Malabe,31.8,77,351,2025-04-17 05:37:35.855,2025-04-17 05:37:35.856,2025-04-17 05:37:35.856,0
Malabe,32.3,71,385,2025-04-17 05:42:39.272,2025-04-17 05:42:39.272,2025-04-17 05:42:39.272,0
Malabe,32.8,70,378,2025-04-17 05:47:43.016,2025-04-17 05:47:43.017,2025-04-17 05:47:43.017,0
Malabe,32.8,70,355,2025-04-17 05:52:46.579,2025-04-17 05:52:46.579,2025-04-17 05:52:46.579,0
Malabe,32.3,74,363,2025-04-17 05:57:53.518,2025-04-17 05:57:53.522,2025-04-17 05:57:53.522,0
Malabe,32.3,78,387,2025-04-17 06:03:01.792,2025-04-17 06:03:01.795,2025-04-17 06:03:01.795,0
Malabe,32.3,75,381,2025-04-17 06:08:05.982,2025-04-17 06:08:05.983,2025-04-17 06:08:05.983,0
Malabe,32.8,75,368,2025-04-17 06:13:09.562,2025-04-17 06:13:09.563,2025-04-17 06:13:09.563,0
Malabe,32.8,72,361,2025-04-17 06:18:13.128,2025-04-17 06:18:13.129,2025-04-17 06:18:13.129,0
Malabe,33.8,73,347,2025-04-17 06:23:16.636,2025-04-17 06:23:16.637,2025-04-17 06:23:16.637,0
Malabe,32.8,71,368,2025-04-17 06:28:20.551,2025-04-17 06:28:20.551,2025-04-17 06:28:20.551,0
Malabe,33.8,70,400,2025-04-17 06:33:24.182,2025-04-17 06:33:24.182,2025-04-17 06:33:24.182,0
Malabe,33.8,70,385,2025-04-17 06:38:27.794,2025-04-17 06:38:27.794,2025-04-17 06:38:27.794,0
Malabe,33.3,72,364,2025-04-17 06:43:31.309,2025-04-17 06:43:31.310,2025-04-17 06:43:31.310,0
Malabe,33.3,71,399,2025-04-17 06:48:38.291,2025-04-17 06:48:38.294,2025-04-17 06:48:38.294,0
Malabe,33.8,70,395,2025-04-17 06:53:46.341,2025-04-17 06:53:46.345,2025-04-17 06:53:46.345,0
Malabe,33.3,69,404,2025-04-17 06:58:50.944,2025-04-17 06:58:50.944,2025-04-17 06:58:50.944,0
Malabe,33.8,69,357,2025-04-17 07:03:54.425,2025-04-17 07:03:54.425,2025-04-17 07:03:54.425,0
Malabe,33.3,74,372,2025-04-17 07:08:58.164,2025-04-17 07:08:58.164,2025-04-17 07:08:58.164,0
Malabe,33.8,69,347,2025-04-17 07:14:01.700,2025-04-17 07:14:01.700,2025-04-17 07:14:01.700,0
Malabe,34.2,69,375,2025-04-17 07:19:05.233,2025-04-17 07:19:05.234,2025-04-17 07:19:05.234,0
Malabe,34.2,68,389,2025-04-17 07:24:09.161,2025-04-17 07:24:09.161,2025-04-17 07:24:09.161,0
Malabe,33.8,68,352,2025-04-17 07:29:12.750,2025-04-17 07:29:12.751,2025-04-17 07:29:12.751,0
Malabe,34.2,66,361,2025-04-17 07:34:16.653,2025-04-17 07:34:16.653,2025-04-17 07:34:16.653,0
Malabe,33.8,66,384,2025-04-17 07:39:32.969,2025-04-17 07:39:32.972,2025-04-17 07:39:32.972,0
Malabe,34.2,65,384,2025-04-17 07:44:38.403,2025-04-17 07:44:38.406,2025-04-17 07:44:38.406,0
Malabe,34.7,68,384,2025-04-17 07:49:42.902,2025-04-17 07:49:42.903,2025-04-17 07:49:42.903,0
Malabe,34.7,67,346,2025-04-17 07:54:46.622,2025-04-17 07:54:46.622,2025-04-17 07:54:46.622,0
Malabe,34.2,66,368,2025-04-17 07:59:50.260,2025-04-17 07:59:50.261,2025-04-17 07:59:50.261,0
Malabe,34.2,68,368,2025-04-17 08:04:53.744,2025-04-17 08:04:53.745,2025-04-17 08:04:53.745,0
Malabe,33.3,66,389,2025-04-17 08:09:57.395,2025-04-17 08:09:57.395,2025-04-17 08:09:57.395,0
Malabe,33.3,70,343,2025-04-17 08:15:00.891,2025-04-17 08:15:00.892,2025-04-17 08:15:00.892,0
Malabe,32.3,71,384,2025-04-17 08:20:04.413,2025-04-17 08:20:04.413,2025-04-17 08:20:04.413,0
Malabe,32.3,74,349,2025-04-17 08:25:07.918,2025-04-17 08:25:07.919,2025-04-17 08:25:07.919,0
Malabe,32.8,71,390,2025-04-17 08:30:11.446,2025-04-17 08:30:11.446,2025-04-17 08:30:11.446,0
Malabe,33.3,72,406,2025-04-17 08:35:14.950,2025-04-17 08:35:14.950,2025-04-17 08:35:14.950,0
Malabe,33.3,70,377,2025-04-17 08:40:18.450,2025-04-17 08:40:18.451,2025-04-17 08:40:18.451,0
Malabe,34.2,68,398,2025-04-17 08:45:25.671,2025-04-17 08:45:25.674,2025-04-17 08:45:25.674,0
Malabe,33.3,70,357,2025-04-17 08:50:33.499,2025-04-17 08:50:33.503,2025-04-17 08:50:33.503,0
Malabe,34.2,69,381,2025-04-17 08:55:38.024,2025-04-17 08:55:38.041,2025-04-17 08:55:38.041,0
Malabe,34.2,68,401,2025-04-17 09:00:41.706,2025-04-17 09:00:41.706,2025-04-17 09:00:41.706,0
Malabe,33.3,69,395,2025-04-17 09:05:45.202,2025-04-17 09:05:45.202,2025-04-17 09:05:45.202,0
Malabe,32.8,71,343,2025-04-17 09:10:48.665,2025-04-17 09:10:48.665,2025-04-17 09:10:48.665,0
Malabe,33.8,70,388,2025-04-17 09:15:52.093,2025-04-17 09:15:52.093,2025-04-17 09:15:52.093,0
Malabe,33.3,70,349,2025-04-17 09:20:55.495,2025-04-17 09:20:55.495,2025-04-17 09:20:55.495,0
Malabe,33.8,70,337,2025-04-17 09:25:59.125,2025-04-17 09:25:59.125,2025-04-17 09:25:59.125,0
Malabe,33.3,69,347,2025-04-17 09:31:02.923,2025-04-17 09:31:02.923,2025-04-17 09:31:02.923,0
Malabe,32.8,71,389,2025-04-17 09:36:06.460,2025-04-17 09:36:06.461,2025-04-17 09:36:06.461,0
Malabe,33.8,69,364,2025-04-17 09:41:09.951,2025-04-17 09:41:09.951,2025-04-17 09:41:09.951,0
Malabe,33.3,69,337,2025-04-17 09:46:13.559,2025-04-17 09:46:13.559,2025-04-17 09:46:13.559,0
Malabe,32.8,71,336,2025-04-17 09:51:17.084,2025-04-17 09:51:17.084,2025-04-17 09:51:17.084,0
Malabe,32.8,71,375,2025-04-17 09:56:20.616,2025-04-17 09:56:20.616,2025-04-17 09:56:20.616,0
Malabe,32.8,71,352,2025-04-17 10:01:27.567,2025-04-17 10:01:27.571,2025-04-17 10:01:27.571,0
Malabe,32.3,71,369,2025-04-17 10:06:35.492,2025-04-17 10:06:35.496,2025-04-17 10:06:35.496,0
Malabe,32.3,75,350,2025-04-17 10:11:39.815,2025-04-17 10:11:39.816,2025-04-17 10:11:39.816,0
Malabe,32.3,74,368,2025-04-17 10:16:43.278,2025-04-17 10:16:43.279,2025-04-17 10:16:43.279,0
Malabe,31.8,74,382,2025-04-17 10:21:46.841,2025-04-17 10:21:46.841,2025-04-17 10:21:46.841,0
Malabe,31.8,74,351,2025-04-17 10:26:50.525,2025-04-17 10:26:50.525,2025-04-17 10:26:50.525,0
Malabe,32.3,74,369,2025-04-17 10:31:53.902,2025-04-17 10:31:53.903,2025-04-17 10:31:53.903,0
Malabe,32.3,73,397,2025-04-17 10:36:57.527,2025-04-17 10:36:57.527,2025-04-17 10:36:57.527,0
Malabe,32.3,75,350,2025-04-17 10:42:01.067,2025-04-17 10:42:01.067,2025-04-17 10:42:01.067,0
Malabe,32.8,77,377,2025-04-17 10:47:04.565,2025-04-17 10:47:04.566,2025-04-17 10:47:04.566,0
Malabe,31.8,74,349,2025-04-17 10:52:08.086,2025-04-17 10:52:08.086,2025-04-17 10:52:08.086,0
Malabe,31.8,75,353,2025-04-17 10:57:11.602,2025-04-17 10:57:11.602,2025-04-17 10:57:11.602,0
Malabe,31.8,75,400,2025-04-17 11:02:15.127,2025-04-17 11:02:15.127,2025-04-17 11:02:15.127,0
Malabe,31.8,76,347,2025-04-17 11:07:34.269,2025-04-17 11:07:34.273,2025-04-17 11:07:34.273,0
Malabe,31.8,76,386,2025-04-17 11:12:42.339,2025-04-17 11:12:42.343,2025-04-17 11:12:42.343,0
Malabe,30.8,80,362,2025-04-17 11:58:07.697,2025-04-17 11:58:07.710,2025-04-17 11:58:07.710,0
Malabe,30.8,83,345,2025-04-17 12:03:17.008,2025-04-17 12:03:17.012,2025-04-17 12:03:17.012,0
Malabe,30.2,81,400,2025-04-17 12:08:25.798,2025-04-17 12:08:25.811,2025-04-17 12:08:25.811,0
Malabe,30.8,81,404,2025-04-17 12:13:31.519,2025-04-17 12:13:31.520,2025-04-17 12:13:31.520,0
Malabe,30.2,83,361,2025-04-17 12:18:35.054,2025-04-17 12:18:35.054,2025-04-17 12:18:35.054,0
Malabe,30.2,81,387,2025-04-17 12:23:40.460,2025-04-17 12:23:40.460,2025-04-17 12:23:40.460,0
Malabe,30.2,83,368,2025-04-17 12:28:45.431,2025-04-17 12:28:45.431,2025-04-17 12:28:45.431,0
Malabe,30.2,84,369,2025-04-17 12:33:50.398,2025-04-17 12:33:50.398,2025-04-17 12:33:50.398,0
Malabe,30.2,85,367,2025-04-17 12:39:09.252,2025-04-17 12:39:09.259,2025-04-17 12:39:09.259,0
Malabe,29.8,86,387,2025-04-17 12:44:22.855,2025-04-17 12:44:22.860,2025-04-17 12:44:22.860,0
Malabe,29.8,88,355,2025-04-17 12:49:37.960,2025-04-17 12:49:37.961,2025-04-17 12:49:37.961,0
Malabe,29.8,88,366,2025-04-17 12:54:51.859,2025-04-17 12:54:51.860,2025-04-17 12:54:51.860,0
Malabe,29.8,89,350,2025-04-17 12:59:55.467,2025-04-17 12:59:55.468,2025-04-17 12:59:55.468,0
Malabe,29.8,90,395,2025-04-17 13:04:59.181,2025-04-17 13:04:59.181,2025-04-17 13:04:59.181,0
Malabe,29.3,89,375,2025-04-17 13:10:04.906,2025-04-17 13:10:04.906,2025-04-17 13:10:04.906,0
Malabe,29.3,92,412,2025-04-17 13:15:08.611,2025-04-17 13:15:08.612,2025-04-17 13:15:08.612,0
Malabe,29.3,93,397,2025-04-17 13:20:12.256,2025-04-17 13:20:12.257,2025-04-17 13:20:12.257,0
Malabe,29.3,94,380,2025-04-17 13:25:43.461,2025-04-17 13:25:43.468,2025-04-17 13:25:43.468,0
Malabe,28.9,95,373,2025-04-17 13:31:13.008,2025-04-17 13:31:13.021,2025-04-17 13:31:13.021,0
Malabe,28.9,96,378,2025-04-17 13:36:24.488,2025-04-17 13:36:24.489,2025-04-17 13:36:24.489,0
Malabe,28.5,96,407,2025-04-17 13:41:42.259,2025-04-17 13:41:42.260,2025-04-17 13:41:42.260,0
Malabe,28.6,98,400,2025-04-17 13:46:48.932,2025-04-17 13:46:48.935,2025-04-17 13:46:48.935,0
Malabe,28.7,98,390,2025-04-17 13:51:56.739,2025-04-17 13:51:56.743,2025-04-17 13:51:56.743,0
Malabe,28.5,98,379,2025-04-17 13:57:01.325,2025-04-17 13:57:01.326,2025-04-17 13:57:01.326,0
Malabe,28.5,98,400,2025-04-17 14:02:04.747,2025-04-17 14:02:04.748,2025-04-17 14:02:04.748,0
Malabe,28.5,98,384,2025-04-17 14:07:08.269,2025-04-17 14:07:08.269,2025-04-17 14:07:08.269,0
Malabe,28.5,98,404,2025-04-17 14:12:13.723,2025-04-17 14:12:13.723,2025-04-17 14:12:13.723,0
Malabe,28.5,98,402,2025-04-17 14:17:17.268,2025-04-17 14:17:17.268,2025-04-17 14:17:17.268,0
Malabe,28.5,98,368,2025-04-17 14:22:20.811,2025-04-17 14:22:20.812,2025-04-17 14:22:20.812,0
Malabe,28.5,98,399,2025-04-17 14:27:24.312,2025-04-17 14:27:24.312,2025-04-17 14:27:24.312,0
Malabe,28.0,98,363,2025-04-17 14:32:28.863,2025-04-17 14:32:28.864,2025-04-17 14:32:28.864,0
Malabe,28.5,98,400,2025-04-17 14:37:32.383,2025-04-17 14:37:32.383,2025-04-17 14:37:32.383,0
Malabe,28.1,98,361,2025-04-17 14:42:35.887,2025-04-17 14:42:35.887,2025-04-17 14:42:35.887,0
Malabe,28.0,98,407,2025-04-17 14:47:39.304,2025-04-17 14:47:39.304,2025-04-17 14:47:39.304,0
Malabe,28.0,98,385,2025-04-17 14:52:42.803,2025-04-17 14:52:42.803,2025-04-17 14:52:42.803,0
Malabe,28.0,98,371,2025-04-17 14:57:51.024,2025-04-17 14:57:51.036,2025-04-17 14:57:51.036,0
Malabe,28.0,98,356,2025-04-17 15:02:58.833,2025-04-17 15:02:58.837,2025-04-17 15:02:58.837,0
Malabe,28.0,98,400,2025-04-17 15:08:04.681,2025-04-17 15:08:04.682,2025-04-17 15:08:04.682,0
Malabe,28.0,98,367,2025-04-17 15:13:09.582,2025-04-17 15:13:09.582,2025-04-17 15:13:09.582,0
Malabe,28.0,98,400,2025-04-17 15:18:14.445,2025-04-17 15:18:14.445,2025-04-17 15:18:14.445,0
Malabe,28.0,98,368,2025-04-17 15:23:19.475,2025-04-17 15:23:19.475,2025-04-17 15:23:19.475,0
Malabe,27.6,98,369,2025-04-17 15:28:24.417,2025-04-17 15:28:24.418,2025-04-17 15:28:24.418,0
Malabe,27.6,98,393,2025-04-17 15:33:33.306,2025-04-17 15:33:33.312,2025-04-17 15:33:33.312,0
Malabe,28.0,98,365,2025-04-17 15:38:42.099,2025-04-17 15:38:42.103,2025-04-17 15:38:42.103,0
Malabe,27.6,98,401,2025-04-17 15:43:47.495,2025-04-17 15:43:47.496,2025-04-17 15:43:47.496,0
Malabe,27.8,98,365,2025-04-17 15:48:52.517,2025-04-17 15:48:52.518,2025-04-17 15:48:52.518,0
Malabe,27.6,98,400,2025-04-17 15:53:56.022,2025-04-17 15:53:56.023,2025-04-17 15:53:56.023,0
Malabe,28.0,98,385,2025-04-17 15:59:01.371,2025-04-17 15:59:01.372,2025-04-17 15:59:01.372,0
Malabe,28.0,98,350,2025-04-17 16:04:06.428,2025-04-17 16:04:06.431,2025-04-17 16:04:06.431,0
Malabe,28.0,98,400,2025-04-17 16:09:09.838,2025-04-17 16:09:09.838,2025-04-17 16:09:09.838,0
Malabe,27.6,98,357,2025-04-17 16:14:15.407,2025-04-17 16:14:15.408,2025-04-17 16:14:15.408,0
Malabe,27.6,98,366,2025-04-17 16:19:20.343,2025-04-17 16:19:20.343,2025-04-17 16:19:20.343,0
Malabe,27.6,98,358,2025-04-17 16:24:23.880,2025-04-17 16:24:23.881,2025-04-17 16:24:23.881,0
Malabe,27.6,98,351,2025-04-17 16:29:28.913,2025-04-17 16:29:28.913,2025-04-17 16:29:28.913,0
Malabe,27.6,98,375,2025-04-17 16:34:34.264,2025-04-17 16:34:34.264,2025-04-17 16:34:34.264,0
Malabe,27.6,98,398,2025-04-17 16:39:41.257,2025-04-17 16:39:41.260,2025-04-17 16:39:41.260,0
Malabe,27.6,98,389,2025-04-17 16:44:49.153,2025-04-17 16:44:49.166,2025-04-17 16:44:49.166,0
Malabe,27.6,98,370,2025-04-17 16:49:53.545,2025-04-17 16:49:53.546,2025-04-17 16:49:53.546,0
Malabe,27.6,98,362,2025-04-17 16:54:57.124,2025-04-17 16:54:57.125,2025-04-17 16:54:57.125,0
Malabe,27.6,98,395,2025-04-17 17:00:00.966,2025-04-17 17:00:00.967,2025-04-17 17:00:00.967,0
Malabe,27.6,98,389,2025-04-17 17:05:04.483,2025-04-17 17:05:04.484,2025-04-17 17:05:04.484,0
Malabe,27.6,98,400,2025-04-17 17:10:07.877,2025-04-17 17:10:07.877,2025-04-17 17:10:07.877,0
Malabe,27.6,98,363,2025-04-17 17:15:11.291,2025-04-17 17:15:11.291,2025-04-17 17:15:11.291,0
Malabe,27.6,98,378,2025-04-17 17:20:14.808,2025-04-17 17:20:14.808,2025-04-17 17:20:14.808,0
Malabe,27.6,98,362,2025-04-17 17:25:21.852,2025-04-17 17:25:21.864,2025-04-17 17:25:21.864,0
Malabe,27.6,98,394,2025-04-17 17:30:29.757,2025-04-17 17:30:29.765,2025-04-17 17:30:29.765,0
Malabe,27.2,98,406,2025-04-17 17:35:34.143,2025-04-17 17:35:34.144,2025-04-17 17:35:34.144,0
